name,address,city,state,zip_code,id,phone,image_url,yelp_url,review_count,rating,lon,lat
Banfield Pet Hospital,14137 Rivergate Pkwy,Charlotte,NC,28273,banfield-pet-hospital-charlotte-4,(704) 583-9440,https://s3-media2.fl.yelpcdn.com/bphoto/yBT49_Cxg_mAmAvRyVO2Qw/o.jpg,https://www.yelp.com/biz/banfield-pet-hospital-charlotte-4?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,8,2.5,-80.9836657,35.1022941
South End Veterinary Clinic,2135 Southend Dr,Charlotte,NC,28203,south-end-veterinary-clinic-charlotte,(704) 632-8012,https://s3-media1.fl.yelpcdn.com/bphoto/DLel-oRQ2B3fOi1pGeuvVg/o.jpg,https://www.yelp.com/biz/south-end-veterinary-clinic-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,15,5,-80.859775,35.206871
West Ballantyne Animal Hospital,11926 Providence Rd W,Charlotte,NC,28277,west-ballantyne-animal-hospital-charlotte,(980) 938-8136,https://s3-media2.fl.yelpcdn.com/bphoto/wplnkSQyjPGOWwYsfOTdvw/o.jpg,https://www.yelp.com/biz/west-ballantyne-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,20,5,-80.86178,35.04214
St Francis Hospital For Animals,10709 Kettering Dr,Charlotte,NC,28226,st-francis-hospital-for-animals-charlotte,(704) 527-2030,https://s3-media4.fl.yelpcdn.com/bphoto/G4OhzE18YDAikkn3NDwP9Q/o.jpg,https://www.yelp.com/biz/st-francis-hospital-for-animals-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,21,5,-80.861386,35.088968
Ballantyne Veterinary Clinic,16139 Lancaster Hwy,Charlotte,NC,28277,ballantyne-veterinary-clinic-charlotte,(704) 926-7000,https://s3-media2.fl.yelpcdn.com/bphoto/hjGQO9jeBEDIbvP6YSFLSQ/o.jpg,https://www.yelp.com/biz/ballantyne-veterinary-clinic-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,10,5,-80.8509451,35.0279798
Quail Hollow Veterinary Hospital,8408 Park Rd,Charlotte,NC,28210,quail-hollow-veterinary-hospital-charlotte,(704) 278-8000,https://s3-media3.fl.yelpcdn.com/bphoto/pOH9rInQY4xKZhSPduDlbw/o.jpg,https://www.yelp.com/biz/quail-hollow-veterinary-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,11,5,-80.85672524,35.11701043
"Jay M Chambers,  DVM",13331 York Center Dr,Charlotte,NC,28273,jay-m-chambers-dvm-charlotte,(704) 588-9788,,https://www.yelp.com/biz/jay-m-chambers-dvm-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,1,4,-80.95067,35.12232
Lineberger Veterinary Hospital,3735 S New Hope Rd,Gastonia,NC,28056,lineberger-veterinary-hospital-gastonia,(704) 824-8451,https://s3-media1.fl.yelpcdn.com/bphoto/3xk4Uysc-sPnP2TRT1DdWw/o.jpg,https://www.yelp.com/biz/lineberger-veterinary-hospital-gastonia?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,2,5,-81.09899,35.2229
Mixed Pet Veterinary Hospital - Stonecrest,7930 Rea Rd,Charlotte,NC,28277,mixed-pet-veterinary-hospital-stonecrest-charlotte,(704) 752-9787,https://s3-media3.fl.yelpcdn.com/bphoto/6h1Pb3sp0xjxAaQuxCI5kg/o.jpg,https://www.yelp.com/biz/mixed-pet-veterinary-hospital-stonecrest-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,2,5,-80.8131256,35.0600243
Piper Glen Animal Hospital,5105 Piper Station Dr,Charlotte,NC,28277,piper-glen-animal-hospital-charlotte,(704) 541-7171,https://s3-media2.fl.yelpcdn.com/bphoto/QwsAOtsg4O3lhm9URhUTqA/o.jpg,https://www.yelp.com/biz/piper-glen-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,14,4.5,-80.813,35.0628
Rea Road Animal Hospital,8100 Williams Pond Ln,Charlotte,NC,28277,rea-road-animal-hospital-charlotte,(704) 544-6313,https://s3-media2.fl.yelpcdn.com/bphoto/SK1E8hy9ZlNwyjG0eZiv9w/o.jpg,https://www.yelp.com/biz/rea-road-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,20,4,-80.8129,35.05427
Central Providence Veterinary Hospital,10618-B Providence Rd,Charlotte,NC,28277,central-providence-veterinary-hospital-charlotte-2,(704) 844-8387,https://s3-media1.fl.yelpcdn.com/bphoto/F5r51HML0MVu5TAVarHmVw/o.jpg,https://www.yelp.com/biz/central-providence-veterinary-hospital-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,3,5,-80.770167,35.065481
Matthews Animal Clinic,10600 Monroe Rd,Matthews,NC,28105,matthews-animal-clinic-matthews,(704) 847-9856,,https://www.yelp.com/biz/matthews-animal-clinic-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,19,4.5,-80.73339081,35.12877274
Weddington Animal Hospital,13667 Providence Rd,Matthews,NC,28104,weddington-animal-hospital-matthews,(704) 847-8466,https://s3-media1.fl.yelpcdn.com/bphoto/_o0Acsu6Nxn5QW-mJD7mHA/o.jpg,https://www.yelp.com/biz/weddington-animal-hospital-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,4,4,-80.7623251,35.0237847
Atrium Animal Hospital,6520 McMahan Dr,Charlotte,NC,28226,atrium-animal-hospital-charlotte,(704) 542-2000,https://s3-media3.fl.yelpcdn.com/bphoto/7Jj27oAEshnxxo25N2ducg/o.jpg,https://www.yelp.com/biz/atrium-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,21,4.5,-80.84836578,35.08861923
The Visiting Veterinarian,1024 Elsmore Dr,Charlotte,NC,28104,the-visiting-veterinarian-charlotte,(704) 296-2875,https://s3-media2.fl.yelpcdn.com/bphoto/tN6VLUJzrDF0KUC_EjP0ew/o.jpg,https://www.yelp.com/biz/the-visiting-veterinarian-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,3,3.5,-80.719543,35.056503
Plantation Animal Clinic,135 W John St,Matthews,NC,28105,plantation-animal-clinic-matthews-2,(704) 841-2225,https://s3-media1.fl.yelpcdn.com/bphoto/pEaH304J0A5PJAuM4Qhunw/o.jpg,https://www.yelp.com/biz/plantation-animal-clinic-matthews-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,5,5,-80.723763,35.116356
Curtsinger Animal Hospital,9955 Charlotte Hwy,Indian Land,SC,29707,curtsinger-animal-hospital-indian-land,(803) 548-8802,https://s3-media1.fl.yelpcdn.com/bphoto/mdMSSiDjr2-YAirA1U-8QA/o.jpg,https://www.yelp.com/biz/curtsinger-animal-hospital-indian-land?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,11,4.5,-80.854787,35.007661
Friendship Animal Hospital,304 S Polk St,Pineville,NC,28134,friendship-animal-hospital-pineville,(704) 889-7387,,https://www.yelp.com/biz/friendship-animal-hospital-pineville?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,2,5,-80.88664,35.08284
4 Seasons Cat Hospital,6926 Shannon Willow Rd,Charlotte,NC,28226,4-seasons-cat-hospital-charlotte,(704) 752-5120,https://s3-media2.fl.yelpcdn.com/bphoto/s1GTfDZE9F9evCgykgVzpw/o.jpg,https://www.yelp.com/biz/4-seasons-cat-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,15,4,-80.8358,35.08773
Carolinas Veterinary Medical Hospital,10330 Feld Farm Rd,Charlotte,NC,28210,carolinas-veterinary-medical-hospital-charlotte,(704) 752-7227,https://s3-media3.fl.yelpcdn.com/bphoto/o1dOIcH04shhofVDajczrQ/o.jpg,https://www.yelp.com/biz/carolinas-veterinary-medical-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,8,3.5,-80.86376088,35.09408556
Carolina Place Animal Hospital,8177 Regent Pkwy,Fort Mill,SC,29715,carolina-place-animal-hospital-fort-mill,(803) 547-3547,https://s3-media4.fl.yelpcdn.com/bphoto/qbKwxE7s4IejhKItDrtDTQ/o.jpg,https://www.yelp.com/biz/carolina-place-animal-hospital-fort-mill?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,8,4,-80.9088974,35.0632019
Banfield Pet Hospital,9911 Rea Rd,Charlotte,NC,28277,banfield-pet-hospital-charlotte,(704) 844-6676,https://s3-media3.fl.yelpcdn.com/bphoto/GUTq_ox1igqOllwOAb7PWA/o.jpg,https://www.yelp.com/biz/banfield-pet-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,2,3,-80.80349654,35.03419784
Miller Animal Hospital,10638 Monroe Rd,Matthews,NC,28105,miller-animal-hospital-matthews,(704) 847-0224,,https://www.yelp.com/biz/miller-animal-hospital-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,13,4.5,-80.732,35.12767
Sharon Lakes Animal Hospital,7619 Sharon Lakes Rd,Charlotte,NC,28210,sharon-lakes-animal-hospital-charlotte,(704) 552-0647,https://s3-media3.fl.yelpcdn.com/bphoto/u4A9UCxX5f81RE2g_H2x1Q/o.jpg,https://www.yelp.com/biz/sharon-lakes-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,5,5,-80.87626219,35.12801687
Archdale Animal Hospital,1319 Archdale Dr,Charlotte,NC,28217,archdale-animal-hospital-charlotte,(704) 552-2333,https://s3-media2.fl.yelpcdn.com/bphoto/R45PI0y8D7Ol9FafDpZXMg/o.jpg,https://www.yelp.com/biz/archdale-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,16,5,-80.87706,35.15312
Banfield Pet Hospital,9515 South Blvd,Charlotte,NC,28273,banfield-pet-hospital-charlotte-7,(704) 554-5401,https://s3-media3.fl.yelpcdn.com/bphoto/H26GY26g4ZfqKKYWfowAQw/o.jpg,https://www.yelp.com/biz/banfield-pet-hospital-charlotte-7?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,4,3,-80.87974101,35.10614719
South Park Animal Hospital,5240 Park Rd,Charlotte,NC,28209,south-park-animal-hospital-charlotte,(704) 523-3457,https://s3-media3.fl.yelpcdn.com/bphoto/gwT7Vvdcdh9_E_zU1Q2U4w/o.jpg,https://www.yelp.com/biz/south-park-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,16,4,-80.84922,35.158729
Compassionate Care Veterinary Hospital of Charlotte,9300 Monroe Rd,Charlotte,NC,28270,compassionate-care-veterinary-hospital-of-charlotte-charlotte-3,(704) 847-4796,https://s3-media3.fl.yelpcdn.com/bphoto/-1d7rVTOqiZ7shUCJDOaaA/o.jpg,https://www.yelp.com/biz/compassionate-care-veterinary-hospital-of-charlotte-charlotte-3?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,10,4.5,-80.7429191,35.1446854
Independence Veterinary Clinic,2328 Crownpoint Executive Dr,Charlotte,NC,28227,independence-veterinary-clinic-charlotte,(704) 841-1313,https://s3-media2.fl.yelpcdn.com/bphoto/rvrUI2NAn1-ZHNGQD0zRXQ/o.jpg,https://www.yelp.com/biz/independence-veterinary-clinic-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,5,4,-80.724161,35.1418729
A Dog's Best Friend,9010 Monroe Rd,Charlotte,NC,28270,a-dogs-best-friend-charlotte-2,(704) 847-9842,https://s3-media2.fl.yelpcdn.com/bphoto/ozQedK0GnDR_cgjNYSI1Iw/o.jpg,https://www.yelp.com/biz/a-dogs-best-friend-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,12,3.5,-80.74563,35.14745
Hambright Animal Hospital,11725 Hambright Rd,Huntersville,NC,28078,hambright-animal-hospital-huntersville,(704) 912-5333,https://s3-media2.fl.yelpcdn.com/bphoto/yESop0lfT261ZWgHwa50EA/o.jpg,https://www.yelp.com/biz/hambright-animal-hospital-huntersville?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,17,4.5,-80.84258437,35.37673429
Davis Lake Animal Hospital,4971 David Cox Rd,Charlotte,NC,28269,davis-lake-animal-hospital-charlotte,(704) 599-0405,https://s3-media2.fl.yelpcdn.com/bphoto/pVAb35X9BxxJl21f9P1mpQ/o.jpg,https://www.yelp.com/biz/davis-lake-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,6,4.5,-80.8152,35.337265
Mallard Creek Animal Hospital,2110 Ben Craig Dr,Charlotte,NC,28262,mallard-creek-animal-hospital-charlotte-2,(704) 717-7878,https://s3-media3.fl.yelpcdn.com/bphoto/Hu_x2NrLtA_N2h--TCFUPg/o.jpg,https://www.yelp.com/biz/mallard-creek-animal-hospital-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,12,5,-80.77368164,35.32289124
Harris Boulevard Veterinary Clinic,5710 West Wt Harris Blvd,Charlotte,NC,28269,harris-boulevard-veterinary-clinic-charlotte,(980) 474-2895,https://s3-media2.fl.yelpcdn.com/bphoto/JgZCdEzkQ8Z2I6jsoo-ZMQ/o.jpg,https://www.yelp.com/biz/harris-boulevard-veterinary-clinic-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,10,4.5,-80.82794,35.3366
Birkdale Animal Hospital,16010 Northcross Dr,Huntersville,NC,28078,birkdale-animal-hospital-huntersville,(704) 655-0202,https://s3-media1.fl.yelpcdn.com/bphoto/qVXNbQl320IDC7sAKQOn7Q/o.jpg,https://www.yelp.com/biz/birkdale-animal-hospital-huntersville?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,23,5,-80.86988,35.43373
VCA Stoney Creek Animal Hospital,626 W Mallard Creek Church Rd,Charlotte,NC,28262,vca-stoney-creek-animal-hospital-charlotte,(704) 717-0616,https://s3-media2.fl.yelpcdn.com/bphoto/gmMLI3bvp5UdlehcYvFJNg/o.jpg,https://www.yelp.com/biz/vca-stoney-creek-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,17,3,-80.73702832,35.32841726
Highlands Pet Hospital,10050 Edison Square Dr NW,Concord,NC,28027,highlands-pet-hospital-concord,(704) 464-4463,https://s3-media1.fl.yelpcdn.com/bphoto/KnTVg-U3Sxh9Fka0WZ4Wtw/o.jpg,https://www.yelp.com/biz/highlands-pet-hospital-concord?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,7,5,-80.7586288,35.4025917
Banfield Pet Hospital,5815 Highland Shoppes Dr,Charlotte,NC,28269,banfield-pet-hospital-charlotte-9,(704) 875-2567,https://s3-media3.fl.yelpcdn.com/bphoto/pmTlDS3JDQRjzxGgMClDCQ/o.jpg,https://www.yelp.com/biz/banfield-pet-hospital-charlotte-9?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,1,5,-80.78400828,35.36994522
Main Street Veterinary Hospital,20306 N Main St,Cornelius,NC,28031,main-street-veterinary-hospital-cornelius,(704) 765-1115,https://s3-media3.fl.yelpcdn.com/bphoto/We1o1kP-Gnq_qDBJ_5YQSw/o.jpg,https://www.yelp.com/biz/main-street-veterinary-hospital-cornelius?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,25,5,-80.8587911,35.4848543
Banfield Pet Hospital,8150 Ikea Blvd,Charlotte,NC,28262,banfield-pet-hospital-charlotte-6,(704) 596-6224,https://s3-media2.fl.yelpcdn.com/bphoto/BLuwwjvAh1FFNR2-ezMFvQ/o.jpg,https://www.yelp.com/biz/banfield-pet-hospital-charlotte-6?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,9,3,-80.76364696,35.29597121
Hight Veterinary Hospital,9528 N Tryon St,Charlotte,NC,28262,hight-veterinary-hospital-charlotte,(704) 595-9377,https://s3-media2.fl.yelpcdn.com/bphoto/Nz0pPrG4mZB5fPwSEiWJZA/o.jpg,https://www.yelp.com/biz/hight-veterinary-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,4,2.5,-80.73897,35.31559
Lakecross Veterinary Hospital PA,106 Parr Dr,Huntersville,NC,28078,lakecross-veterinary-hospital-pa-huntersville,(704) 948-6300,https://s3-media1.fl.yelpcdn.com/bphoto/NZCrTxIG8uR0Hjy3v32x9Q/o.jpg,https://www.yelp.com/biz/lakecross-veterinary-hospital-pa-huntersville?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,16,4.5,-80.8429871,35.4401283
