name,address,city,state,zip_code,id,phone,image_url,yelp_url,review_count,rating,lon,lat
Mac's Speed Shop,2414 Sandy Porter Rd,Charlotte,NC,28273,macs-speed-shop-charlotte-2,(704) 504-8500,https://s3-media4.fl.yelpcdn.com/bphoto/zREPAzHIhNmJB1X-CEcqbA/o.jpg,https://www.yelp.com/biz/macs-speed-shop-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,225,3.5,-80.94004,35.136
Chili's,8164 S Tryon St,Charlotte,NC,28273,chilis-charlotte-4,(704) 583-5490,https://s3-media1.fl.yelpcdn.com/bphoto/AckwqleZKoTw6xEUDy21pA/o.jpg,https://www.yelp.com/biz/chilis-charlotte-4?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,36,2.5,-80.933815,35.144202
The Randazzos' Grid Iron,13105 S Tryon St,Charlotte,NC,28278,the-randazzos-grid-iron-charlotte-2,(704) 588-1130,https://s3-media3.fl.yelpcdn.com/bphoto/2NVxEXDiUePLnrks-ajL6g/o.jpg,https://www.yelp.com/biz/the-randazzos-grid-iron-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,68,3,-80.99083,35.10102
Sweetwater Sports Bar & Grill,4582 Charlotte Hwy,Lake Wylie,SC,29710,sweetwater-sports-bar-and-grill-lake-wylie,(803) 831-1788,https://s3-media3.fl.yelpcdn.com/bphoto/pGiAWnNhozYdVQLfTi64SQ/o.jpg,https://www.yelp.com/biz/sweetwater-sports-bar-and-grill-lake-wylie?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,69,4,-81.05890656,35.11590195
Wild Wing Cafe,2132 Ayrsley Town Blvd,Charlotte,NC,28273,wild-wing-cafe-charlotte-2,(980) 297-7000,https://s3-media3.fl.yelpcdn.com/bphoto/srEdrk10J0DaFfKBEVrnRA/o.jpg,https://www.yelp.com/biz/wild-wing-cafe-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,101,3,-80.93248732,35.13845623
Moo & Brew,1300 Central Ave,Charlotte,NC,28205,moo-and-brew-charlotte,(980) 585-4148,https://s3-media1.fl.yelpcdn.com/bphoto/pz71zAYZdxFMDOfCDwTI7w/o.jpg,https://www.yelp.com/biz/moo-and-brew-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,157,4,-80.81695519,35.22080737
Just Fresh,14136 Rivergate Pkwy,Charlotte,NC,28273,just-fresh-charlotte-5,(704) 583-8323,https://s3-media2.fl.yelpcdn.com/bphoto/81rcvhZ2dzz3CTiKdekMTQ/o.jpg,https://www.yelp.com/biz/just-fresh-charlotte-5?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,50,3.5,-80.9852756,35.1036832
O'Charley's Restaurant & Bar,8140 S Tryon St,Charlotte,NC,28273,o-charleys-restaurant-and-bar-charlotte,(704) 588-2737,https://s3-media2.fl.yelpcdn.com/bphoto/z_BnbRxtHj6tE5mwrg6kZA/o.jpg,https://www.yelp.com/biz/o-charleys-restaurant-and-bar-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,61,2.5,-80.930491,35.143458
Pintville Craft Beer,329 Main St,Pineville,NC,28134,pintville-craft-beer-pineville,(704) 835-1089,https://s3-media4.fl.yelpcdn.com/bphoto/qPAQzXXOk_yholjVbrtX0w/o.jpg,https://www.yelp.com/biz/pintville-craft-beer-pineville?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,46,4.5,-80.8909583,35.0855837
Pearlz Oyster Bar,7804 Rea Rd,Charlotte,NC,28277,pearlz-oyster-bar-charlotte,(980) 498-7247,https://s3-media3.fl.yelpcdn.com/bphoto/9N6ZzC5-PfFneI9RlCI_4Q/o.jpg,https://www.yelp.com/biz/pearlz-oyster-bar-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,97,4,-80.81446585,35.06086574
Growler USA - America's Microbrew Pub,12206 Copper Way,Charlotte,NC,28277,growler-usa-americas-microbrew-pub-charlotte-2,(704) 910-6181,https://s3-media2.fl.yelpcdn.com/bphoto/Zeb3FAt4ekSuvWxHAYjlUw/o.jpg,https://www.yelp.com/biz/growler-usa-americas-microbrew-pub-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,49,4,-80.84407,35.07085
Hawthornes New York Pizza & Bar,8410 Rea Rd,Charlotte,NC,28277,hawthornes-new-york-pizza-and-bar-charlotte,(980) 272-9494,https://s3-media2.fl.yelpcdn.com/bphoto/475plfVkCUSwSD5-3-XuZg/o.jpg,https://www.yelp.com/biz/hawthornes-new-york-pizza-and-bar-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,122,4,-80.81260733,35.05850561
Fox & Hound,15235 John J Delaney Dr,Charlotte,NC,28277,fox-and-hound-charlotte-2,(704) 544-8902,https://s3-media2.fl.yelpcdn.com/bphoto/JbDmZq_97W3xsz_K3PMzJQ/o.jpg,https://www.yelp.com/biz/fox-and-hound-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,56,2.5,-80.848298,35.053568
JJ's Red Hots - Ballantyne,15105 John J Delaney Dr,Charlotte,NC,28277,jjs-red-hots-ballantyne-charlotte,(980) 335-0601,https://s3-media4.fl.yelpcdn.com/bphoto/mkPpbcNAIpS4Uh10ESmgfw/o.jpg,https://www.yelp.com/biz/jjs-red-hots-ballantyne-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,118,4,-80.8471264,35.0531562
Chili's,9730 Rea Rd,Charlotte,NC,28277,chilis-charlotte-6,(704) 543-5353,https://s3-media2.fl.yelpcdn.com/bphoto/V14biv16tlcVUB3iYDCH8w/o.jpg,https://www.yelp.com/biz/chilis-charlotte-6?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,34,3,-80.80533,35.0362099
Blackfinn Ameripub,14825 Ballantyne Village Way,Charlotte,NC,28277,blackfinn-ameripub-charlotte-2,(704) 900-6095,https://s3-media4.fl.yelpcdn.com/bphoto/bnFPYMUnjRXhSa3NfpJoTg/o.jpg,https://www.yelp.com/biz/blackfinn-ameripub-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,53,3,-80.8513905,35.0526235
The Rusty Onion,6654 Carmel Rd,Charlotte,NC,28226,the-rusty-onion-charlotte,(980) 219-7079,https://s3-media2.fl.yelpcdn.com/bphoto/4w27aO9KbGfh6KrT_6wpcw/o.jpg,https://www.yelp.com/biz/the-rusty-onion-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,115,3.5,-80.847225,35.085973
Stewart Penick's Terrace - Ballantyne,14815 Ballantyne Village Way,Charlotte,NC,28277,stewart-penicks-terrace-ballantyne-charlotte-2,(704) 369-5190,https://s3-media2.fl.yelpcdn.com/bphoto/1nFSD5KFvmCYGFqUceXmGw/o.jpg,https://www.yelp.com/biz/stewart-penicks-terrace-ballantyne-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,293,3.5,-80.85160945,35.05347507
Hickory Tavern,12210 Copper Way,Charlotte,NC,28277,hickory-tavern-charlotte-7,(704) 295-9009,https://s3-media2.fl.yelpcdn.com/bphoto/4hZm5JFIGYhIvH2H7VJN_g/o.jpg,https://www.yelp.com/biz/hickory-tavern-charlotte-7?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,105,3.5,-80.84413829,35.07115945
131 Main,9886 Rea Rd,Charlotte,NC,28277,131-main-charlotte,(704) 544-0131,https://s3-media3.fl.yelpcdn.com/bphoto/EhkQu4Z6f7jmNJQAW_bLzA/o.jpg,https://www.yelp.com/biz/131-main-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,246,4,-80.809227,35.034106
Duckworth's Grill & Taphouse,14015 Conlan Cir,Charlotte,NC,28277,duckworths-grill-and-taphouse-charlotte-2,(704) 752-7284,https://s3-media4.fl.yelpcdn.com/bphoto/2iNMsku8Ui1xFkbdgRCCLA/o.jpg,https://www.yelp.com/biz/duckworths-grill-and-taphouse-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,206,3.5,-80.85288137,35.05618416
Brazwell's Premium Pub,11318 North Community House Rd,Charlotte,NC,28277,brazwells-premium-pub-charlotte-3,(704) 817-5554,https://s3-media1.fl.yelpcdn.com/bphoto/7Hd6Md0JeZz1fYD3p7CwxQ/o.jpg,https://www.yelp.com/biz/brazwells-premium-pub-charlotte-3?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,79,3,-80.8352312,35.0552852
The Lodge,16640 Hawfield Way Dr,Charlotte,NC,28277,the-lodge-charlotte-4,(704) 752-0035,https://s3-media3.fl.yelpcdn.com/bphoto/nzNCbeuwWg0Uw19iwsDAzQ/o.jpg,https://www.yelp.com/biz/the-lodge-charlotte-4?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,31,3,-80.8472968,35.0233254
Char Bar No 7,6300 Carmel Rd,Charlotte,NC,28226,char-bar-no-7-charlotte,(704) 540-4722,https://s3-media4.fl.yelpcdn.com/bphoto/BQXL-9Yr8MzaBjz8PSsimQ/o.jpg,https://www.yelp.com/biz/char-bar-no-7-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,81,3.5,-80.84592,35.09125
Hickory Tavern,11504 Providence Rd,Charlotte,NC,28104,hickory-tavern-charlotte,(704) 847-4408,https://s3-media4.fl.yelpcdn.com/bphoto/45cK-nSdg9KNwmzSK1ax_w/o.jpg,https://www.yelp.com/biz/hickory-tavern-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,57,3,-80.769892,35.054113
Great Wall Of China South,6666 Carmel Rd,Charlotte,NC,28226,great-wall-of-china-south-charlotte-2,(704) 542-5409,https://s3-media2.fl.yelpcdn.com/bphoto/IIfxMt3J-mLZO2XziDS4dg/o.jpg,https://www.yelp.com/biz/great-wall-of-china-south-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,111,3.5,-80.8461799,35.0864818
Mellow Mushroom,14835 Ballantyne Village Way,Charlotte,NC,28277,mellow-mushroom-charlotte-11,(704) 369-5300,https://s3-media2.fl.yelpcdn.com/bphoto/dRGyjO8VzE7Pio1R92cQfA/o.jpg,https://www.yelp.com/biz/mellow-mushroom-charlotte-11?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,187,3,-80.851277,35.053717
Chili's,8302 Pineville-Matthews Rd,Charlotte,NC,28226,chilis-charlotte-10,(704) 543-6265,https://s3-media1.fl.yelpcdn.com/bphoto/rite0k5VVYx7iHPEUP5grw/o.jpg,https://www.yelp.com/biz/chilis-charlotte-10?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,34,2.5,-80.85922241,35.08795929
Waffle House,2125 W Arrowood Rd,Charlotte,NC,28217,waffle-house-charlotte-15,(704) 527-3187,https://s3-media4.fl.yelpcdn.com/bphoto/0EXQCaloEiwMomWO30WVuQ/o.jpg,https://www.yelp.com/biz/waffle-house-charlotte-15?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,12,2.5,-80.92404205,35.14581346
Sugar Creek Brewing Company,215 Southside Dr,Charlotte,NC,28217,sugar-creek-brewing-company-charlotte-2,(704) 521-3333,https://s3-media2.fl.yelpcdn.com/bphoto/OJksJwVfM7DIsH3qyoIO4Q/o.jpg,https://www.yelp.com/biz/sugar-creek-brewing-company-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,120,4.5,-80.88092,35.185489
Carmellas Pizza Grill,3150 Hwy 21,Fort Mill,SC,29715,carmellas-pizza-grill-fort-mill,(803) 802-4404,https://s3-media3.fl.yelpcdn.com/bphoto/u3H1UgyhdBDmE4PQabS_MA/o.jpg,https://www.yelp.com/biz/carmellas-pizza-grill-fort-mill?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,57,3,-80.9345131,35.0779293
Chili's,5521 Westpark Dr,Charlotte,NC,28217,chilis-charlotte-5,(704) 522-1036,https://s3-media3.fl.yelpcdn.com/bphoto/sVWgiVzv5s51tdPDlFggVw/o.jpg,https://www.yelp.com/biz/chilis-charlotte-5?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,34,3,-80.887,35.16203
Three Spirits Brewery,5046 Old Pineville Rd,Charlotte,NC,28217,three-spirits-brewery-charlotte-2,(980) 207-4881,https://s3-media1.fl.yelpcdn.com/bphoto/g1VJmE0a16TJxHWaersJqQ/o.jpg,https://www.yelp.com/biz/three-spirits-brewery-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,45,4,-80.8793263,35.1716594
Thirsty Nomad Brewing,4402 Stuart Andrew Blvd,Charlotte,NC,28217,thirsty-nomad-brewing-charlotte,(704) 940-0947,https://s3-media1.fl.yelpcdn.com/bphoto/iEYj4woEd0aO3u3Fdv2dLg/o.jpg,https://www.yelp.com/biz/thirsty-nomad-brewing-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,20,4,-80.89100227,35.18843071
Rack'em Pub & Billiards,1898 Windsor Square Dr,Matthews,NC,28105,rackem-pub-and-billiards-matthews,(704) 847-7665,https://s3-media3.fl.yelpcdn.com/bphoto/eZT50K1AKG2n4wBW9_Xy-w/o.jpg,https://www.yelp.com/biz/rackem-pub-and-billiards-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,12,4,-80.70881,35.13411
Seaboard Taproom and Wine Bar,213 N Trade St,Matthews,NC,28105,seaboard-taproom-and-wine-bar-matthews,(704) 246-8323,https://s3-media2.fl.yelpcdn.com/bphoto/I4yLI4fEdHWPF1PrNpMVmg/o.jpg,https://www.yelp.com/biz/seaboard-taproom-and-wine-bar-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,30,4.5,-80.72138,35.11764
Whooli's Grill,7146 E Independence Blvd,Charlotte,NC,28227,whoolis-grill-charlotte,(704) 535-1388,https://s3-media3.fl.yelpcdn.com/bphoto/T5KB4i5bBvmHJLbxqFqnwA/o.jpg,https://www.yelp.com/biz/whoolis-grill-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,44,4,-80.7406213,35.1635352
Kristophers Bar & Restaurant,250 N Trade St,Matthews,NC,28105,kristophers-bar-and-restaurant-matthews,(704) 845-6200,https://s3-media3.fl.yelpcdn.com/bphoto/OKPdX6Duc-jt88f2WGJVCQ/o.jpg,https://www.yelp.com/biz/kristophers-bar-and-restaurant-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,76,3.5,-80.7201767,35.1177101
Jekyll & Hyde Taphouse and Grill,316 N Trade St,Matthews,NC,28105,jekyll-and-hyde-taphouse-and-grill-matthews,(704) 846-4933,https://s3-media4.fl.yelpcdn.com/bphoto/dPXYoiWI_ytPBcsqTbL00w/o.jpg,https://www.yelp.com/biz/jekyll-and-hyde-taphouse-and-grill-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,98,3.5,-80.71916962,35.11872101
Chili's,2521 Sardis Rd N,Charlotte,NC,28227,chilis-charlotte-8,(704) 847-7849,https://s3-media4.fl.yelpcdn.com/bphoto/2xEP2dL5FO1-QQg2cx6TZg/o.jpg,https://www.yelp.com/biz/chilis-charlotte-8?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,45,2,-80.72553,35.14719
Barking Duck Brewing,4400 Morris Park Dr,Mint Hill,NC,28227,barking-duck-brewing-mint-hill,(980) 498-7505,https://s3-media1.fl.yelpcdn.com/bphoto/FLNrdymE5m4Vgi4a5vVflQ/o.jpg,https://www.yelp.com/biz/barking-duck-brewing-mint-hill?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,10,4,-80.68,35.15247
Fuddruckers,1643 Matthews-Township Pkwy,Matthews,NC,28105,fuddruckers-matthews,(704) 849-6360,https://s3-media2.fl.yelpcdn.com/bphoto/utdkhfHOlKkGGTLXzTr4dQ/o.jpg,https://www.yelp.com/biz/fuddruckers-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,38,3.5,-80.710076,35.123349
Beantown Tavern,130 Matthews Station St,Matthews,NC,28104,beantown-tavern-matthews,(704) 849-2023,https://s3-media3.fl.yelpcdn.com/bphoto/3S9O1-OivbbvCMVOiz4qHQ/o.jpg,https://www.yelp.com/biz/beantown-tavern-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,102,2.5,-80.72041713,35.11726141
Texas Roadhouse,10450 E. Independence Blvd.,Matthews,NC,28105,texas-roadhouse-matthews,(704) 814-0285,https://s3-media4.fl.yelpcdn.com/bphoto/7WcKFLHL8_W8kFZsv6R3jg/o.jpg,https://www.yelp.com/biz/texas-roadhouse-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ,99,3.5,-80.7062836,35.1259804
