"_id__$oid","type","geometry__type","geometry__coordinates__001","geometry__coordinates__002","properties__name","properties__location.address1","properties__location.city","properties__location.state","properties__location.zip_code","properties__id","properties__display_phone","properties__image_url","properties__url","properties__review_count","properties__rating"
"5983263d28a5d93b2f7612d5","Feature","Point","-80.8762621879578","35.1280168680862","Sharon Lakes Animal Hospital","7619 Sharon Lakes Rd","Charlotte","NC","28210","sharon-lakes-animal-hospital-charlotte","(704) 552-0647","https://s3-media3.fl.yelpcdn.com/bphoto/u4A9UCxX5f81RE2g_H2x1Q/o.jpg","https://www.yelp.com/biz/sharon-lakes-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","5","5"
"5983263d28a5d93b2f7612d6","Feature","Point","-80.84922","35.158729","South Park Animal Hospital","5240 Park Rd","Charlotte","NC","28209","south-park-animal-hospital-charlotte","(704) 523-3457","https://s3-media3.fl.yelpcdn.com/bphoto/gwT7Vvdcdh9_E_zU1Q2U4w/o.jpg","https://www.yelp.com/biz/south-park-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","16","4"
"5983263d28a5d93b2f7612d7","Feature","Point","-80.859775","35.206871","South End Veterinary Clinic","2135 Southend Dr","Charlotte","NC","28203","south-end-veterinary-clinic-charlotte","(704) 632-8012","https://s3-media1.fl.yelpcdn.com/bphoto/DLel-oRQ2B3fOi1pGeuvVg/o.jpg","https://www.yelp.com/biz/south-end-veterinary-clinic-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","15","5"
"5983263d28a5d93b2f7612d8","Feature","Point","-80.7955321","35.1989475","Monroe Road Animal Hospital","3736 Monroe Rd","Charlotte","NC","28205","monroe-road-animal-hospital-charlotte","(704) 333-3336","https://s3-media3.fl.yelpcdn.com/bphoto/pA3-0fkjY_TGqXdwgfgtog/o.jpg","https://www.yelp.com/biz/monroe-road-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","21","4"
"5983263d28a5d93b2f7612d9","Feature","Point","-80.861386","35.088968","St Francis Hospital For Animals","10709 Kettering Dr","Charlotte","NC","28226","st-francis-hospital-for-animals-charlotte","(704) 527-2030","https://s3-media4.fl.yelpcdn.com/bphoto/G4OhzE18YDAikkn3NDwP9Q/o.jpg","https://www.yelp.com/biz/st-francis-hospital-for-animals-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","21","5"
"5983263d28a5d93b2f7612da","Feature","Point","-80.79769","35.1947199","Charlotte Animal Referral & Emergency","3726 Latrobe Dr","Charlotte","NC","28211","charlotte-animal-referral-and-emergency-charlotte","(704) 457-2300","https://s3-media4.fl.yelpcdn.com/bphoto/W34o7ZnVKl8cKgutMMy6iw/o.jpg","https://www.yelp.com/biz/charlotte-animal-referral-and-emergency-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","15","4"
"5983263d28a5d93b2f7612db","Feature","Point","-80.81282","35.21906","Commonwealth Animal Hospital","1909 Commonwealth Ave","Charlotte","NC","28205","commonwealth-animal-hospital-charlotte","(704) 370-0767","https://s3-media2.fl.yelpcdn.com/bphoto/jxuHzyspmAVg9BvYQ-86xg/o.jpg","https://www.yelp.com/biz/commonwealth-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","41","3.5"
"5983263d28a5d93b2f7612dc","Feature","Point","-80.813","35.0628","Piper Glen Animal Hospital","5105 Piper Station Dr","Charlotte","NC","28277","piper-glen-animal-hospital-charlotte","(704) 541-7171","https://s3-media2.fl.yelpcdn.com/bphoto/QwsAOtsg4O3lhm9URhUTqA/o.jpg","https://www.yelp.com/biz/piper-glen-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","14","4.5"
"5983263d28a5d93b2f7612dd","Feature","Point","-80.8665919","35.2105144","K9 Playland","2139 S Tryon St","Charlotte","NC","28203","k9-playland-charlotte","(704) 525-9778","https://s3-media3.fl.yelpcdn.com/bphoto/yZPmZR5YbqR3E6Of8HVSsA/o.jpg","https://www.yelp.com/biz/k9-playland-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","29","4"
"5983263d28a5d93b2f7612de","Feature","Point","-80.9628788","35.0614481","UrgentVet Pet Clinic","870 Gold Hill Rd","Fort Mill","SC","29708","urgentvet-pet-clinic-fort-mill","(803) 486-2550","https://s3-media4.fl.yelpcdn.com/bphoto/aq4_w3ALT023lFyljbFyVg/o.jpg","https://www.yelp.com/biz/urgentvet-pet-clinic-fort-mill?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","5","4"
"5983263d28a5d93b2f7612df","Feature","Point","-80.8129","35.05427","Rea Road Animal Hospital","8100 Williams Pond Ln","Charlotte","NC","28277","rea-road-animal-hospital-charlotte","(704) 544-6313","https://s3-media2.fl.yelpcdn.com/bphoto/SK1E8hy9ZlNwyjG0eZiv9w/o.jpg","https://www.yelp.com/biz/rea-road-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","20","4"
"5983263d28a5d93b2f7612e0","Feature","Point","-80.8483657836914","35.0886192321777","Atrium Animal Hospital","6520 McMahan Dr","Charlotte","NC","28226","atrium-animal-hospital-charlotte","(704) 542-2000","https://s3-media3.fl.yelpcdn.com/bphoto/7Jj27oAEshnxxo25N2ducg/o.jpg","https://www.yelp.com/biz/atrium-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","21","4.5"
"5983263d28a5d93b2f7612e1","Feature","Point","-80.854787","35.007661","Curtsinger Animal Hospital","9955 Charlotte Hwy","Indian Land","SC","29707","curtsinger-animal-hospital-indian-land","(803) 548-8802","https://s3-media1.fl.yelpcdn.com/bphoto/mdMSSiDjr2-YAirA1U-8QA/o.jpg","https://www.yelp.com/biz/curtsinger-animal-hospital-indian-land?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","11","4.5"
"5983263d28a5d93b2f7612e2","Feature","Point","-80.7623251","35.0237847","Weddington Animal Hospital","13667 Providence Rd","Matthews","NC","28104","weddington-animal-hospital-matthews","(704) 847-8466","https://s3-media1.fl.yelpcdn.com/bphoto/_o0Acsu6Nxn5QW-mJD7mHA/o.jpg","https://www.yelp.com/biz/weddington-animal-hospital-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","4","4"
"5983263d28a5d93b2f7612e3","Feature","Point","-80.8637608761632","35.0940855611932","Carolinas Veterinary Medical Hospital","10330 Feld Farm Rd","Charlotte","NC","28210","carolinas-veterinary-medical-hospital-charlotte","(704) 752-7227","https://s3-media3.fl.yelpcdn.com/bphoto/o1dOIcH04shhofVDajczrQ/o.jpg","https://www.yelp.com/biz/carolinas-veterinary-medical-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","8","3.5"
"5983263d28a5d93b2f7612e4","Feature","Point","-80.732","35.12767","Miller Animal Hospital","10638 Monroe Rd","Matthews","NC","28105","miller-animal-hospital-matthews","(704) 847-0224","","https://www.yelp.com/biz/miller-animal-hospital-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","13","4.5"
"5983263d28a5d93b2f7612e5","Feature","Point","-80.88664","35.08284","Friendship Animal Hospital","304 S Polk St","Pineville","NC","28134","friendship-animal-hospital-pineville","(704) 889-7387","","https://www.yelp.com/biz/friendship-animal-hospital-pineville?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","2","5"
"5983263d28a5d93b2f7612e6","Feature","Point","-80.8034965395927","35.0341978427392","Banfield Pet Hospital","9911 Rea Rd","Charlotte","NC","28277","banfield-pet-hospital-charlotte","(704) 844-6676","https://s3-media3.fl.yelpcdn.com/bphoto/GUTq_ox1igqOllwOAb7PWA/o.jpg","https://www.yelp.com/biz/banfield-pet-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","2","3"
"5983263d28a5d93b2f7612e7","Feature","Point","-80.8567252357706","35.1170104299006","Quail Hollow Veterinary Hospital","8408 Park Rd","Charlotte","NC","28210","quail-hollow-veterinary-hospital-charlotte","(704) 278-8000","https://s3-media3.fl.yelpcdn.com/bphoto/pOH9rInQY4xKZhSPduDlbw/o.jpg","https://www.yelp.com/biz/quail-hollow-veterinary-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","11","5"
"5983263d28a5d93b2f7612e8","Feature","Point","-80.8431267","35.2270869","The Paw Sitter","","Charlotte","NC","28105","the-paw-sitter-charlotte","(704) 648-7157","https://s3-media2.fl.yelpcdn.com/bphoto/Wzu3YpHQB6NbpcLZIOXAGA/o.jpg","https://www.yelp.com/biz/the-paw-sitter-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","12","5"
"5983263d28a5d93b2f7612e9","Feature","Point","-80.7429191","35.1446854","Compassionate Care Veterinary Hospital of Charlotte","9300 Monroe Rd","Charlotte","NC","28270","compassionate-care-veterinary-hospital-of-charlotte-charlotte-3","(704) 847-4796","https://s3-media3.fl.yelpcdn.com/bphoto/-1d7rVTOqiZ7shUCJDOaaA/o.jpg","https://www.yelp.com/biz/compassionate-care-veterinary-hospital-of-charlotte-charlotte-3?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","10","4.5"
"5983263d28a5d93b2f7612ea","Feature","Point","-80.6815872192383","35.1462554931641","Fullwood Animal Hospital","4101 Matthews Mint Hill Rd","Matthews","NC","28105","fullwood-animal-hospital-matthews","(704) 545-2235","https://s3-media3.fl.yelpcdn.com/bphoto/mAJbgUtxJVd5wFyLuY48hA/o.jpg","https://www.yelp.com/biz/fullwood-animal-hospital-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","16","4.5"
"5983263d28a5d93b2f7612eb","Feature","Point","-80.7085029","35.171981","NODA Animal Hospital","9705 Mintworth Ave","Charlotte","NC","28227","noda-animal-hospital-charlotte","(704) 375-0212","https://s3-media1.fl.yelpcdn.com/bphoto/8koKOXbloy7wgXXp7a0lfA/o.jpg","https://www.yelp.com/biz/noda-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","20","4"
"5983263d28a5d93b2f7612ec","Feature","Point","-80.8027877807617","35.1734580993652","Cotswold Animal Hospital","401 S Sharon Amity Rd","Charlotte","NC","28211","cotswold-animal-hospital-charlotte","(704) 365-3787","https://s3-media1.fl.yelpcdn.com/bphoto/fUtgLQoZNpiW27wmYw1FqA/o.jpg","https://www.yelp.com/biz/cotswold-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","8","5"
"5983263d28a5d93b2f7612ed","Feature","Point","-80.695618","35.089256","Carolina Veterinary Specialists","4099 Campus Ridge Rd","Matthews","NC","28104","carolina-veterinary-specialists-matthews","(704) 815-3939","https://s3-media1.fl.yelpcdn.com/bphoto/QxaqpghGAUQto2gPT9xHRw/o.jpg","https://www.yelp.com/biz/carolina-veterinary-specialists-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","15","3"
"5983263d28a5d93b2f7612ee","Feature","Point","-80.660339","35.076343","Indian Trail Animal Hospital","160 Corporate Blvd","Indian Trail","NC","28079","indian-trail-animal-hospital-indian-trail","(704) 821-7040","https://s3-media2.fl.yelpcdn.com/bphoto/R2b7lhF_ej76yHqjq4PGlQ/o.jpg","https://www.yelp.com/biz/indian-trail-animal-hospital-indian-trail?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","5","4"
"5983263d28a5d93b2f7612ef","Feature","Point","-80.7012332975864","35.0698989629745","Pressly Animal Hospital","1315 Chestnut Ln","Matthews","NC","28104","pressly-animal-hospital-matthews","(704) 234-0374","https://s3-media1.fl.yelpcdn.com/bphoto/CnZRMjlCrJ2BcYSX6skWfg/o.jpg","https://www.yelp.com/biz/pressly-animal-hospital-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","7","3.5"
"5983263d28a5d93b2f7612f0","Feature","Point","-80.6454","35.1796","Mint Hill Animal Hospital","8101 Fairview Rd","Charlotte","NC","28227","mint-hill-animal-hospital-mint-hill-2","(704) 545-3422","https://s3-media4.fl.yelpcdn.com/bphoto/x2AVxPu3dmUxiwfALGC3jA/o.jpg","https://www.yelp.com/biz/mint-hill-animal-hospital-mint-hill-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","4","4"
"5983263d28a5d93b2f7612f1","Feature","Point","-80.6552505","35.1745529","Sycamore Animal Clinic","7210 Matthews-Mint Hill Rd","Mint Hill","NC","28227","sycamore-animal-clinic-mint-hill","(980) 938-0799","https://s3-media4.fl.yelpcdn.com/bphoto/3OucPNkXq9BDxnKVyx7dxg/o.jpg","https://www.yelp.com/biz/sycamore-animal-clinic-mint-hill?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","9","5"
"5983263d28a5d93b2f7612f2","Feature","Point","-80.6862106","35.2122917","Clear Creek Animal Hospital","6916 Harrisburg Rd","Charlotte","NC","28215","clear-creek-animal-hospital-charlotte","(704) 537-8405","https://s3-media1.fl.yelpcdn.com/bphoto/bzJxtN65-0YshrhUN1xnDA/o.jpg","https://www.yelp.com/biz/clear-creek-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","6","4"
"5983263d28a5d93b2f7612f3","Feature","Point","-80.7421188","35.1742592","Heavy Petting Pet Sitting","7404 Redfern Ct","Charlotte","NC","28211","heavy-petting-pet-sitting-charlotte-2","(704) 651-9098","https://s3-media2.fl.yelpcdn.com/bphoto/kabJRXB3OhX-4GMdm5FyMg/o.jpg","https://www.yelp.com/biz/heavy-petting-pet-sitting-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","1","5"
"5983263d28a5d93b2f7612f4","Feature","Point","-80.8020293712616","35.1767483536434","Banfield Pet Hospital","206 S Sharon Amity Rd","Charlotte","NC","28211","banfield-pet-hospital-charlotte-2","(704) 364-4171","https://s3-media3.fl.yelpcdn.com/bphoto/Nr6XOTo2_FtB5SZy3XtLKg/o.jpg","https://www.yelp.com/biz/banfield-pet-hospital-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","8","3"
"5983263d28a5d93b2f7612f5","Feature","Point","-80.703315","35.117485","Animal Care Hospital Of Matthews","1216 Matthews Mint Hill Rd","Matthews","NC","28105","animal-care-hospital-of-matthews-matthews","(704) 847-3647","https://s3-media4.fl.yelpcdn.com/bphoto/guz_g3s-Mek_iczYJCe3vg/o.jpg","https://www.yelp.com/biz/animal-care-hospital-of-matthews-matthews?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","3","4.5"
"5983263d28a5d93b2f7612f6","Feature","Point","-80.8309637010098","35.147010946701","Banfield Pet Hospital","4735 Sharon Rd","Charlotte","NC","28210","banfield-pet-hospital-charlotte-8","(704) 367-5323","https://s3-media1.fl.yelpcdn.com/bphoto/u_hIwYizALmGC57ydzIa8w/o.jpg","https://www.yelp.com/biz/banfield-pet-hospital-charlotte-8?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","2","3"
"5983263d28a5d93b2f7612f7","Feature","Point","-80.773681640625","35.3228912353516","Mallard Creek Animal Hospital","2110 Ben Craig Dr","Charlotte","NC","28262","mallard-creek-animal-hospital-charlotte-2","(704) 717-7878","https://s3-media3.fl.yelpcdn.com/bphoto/Hu_x2NrLtA_N2h--TCFUPg/o.jpg","https://www.yelp.com/biz/mallard-creek-animal-hospital-charlotte-2?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","12","5"
"5983263d28a5d93b2f7612f8","Feature","Point","-80.8425843715668","35.3767342865467","Hambright Animal Hospital","11725 Hambright Rd","Huntersville","NC","28078","hambright-animal-hospital-huntersville","(704) 912-5333","https://s3-media2.fl.yelpcdn.com/bphoto/yESop0lfT261ZWgHwa50EA/o.jpg","https://www.yelp.com/biz/hambright-animal-hospital-huntersville?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","17","4.5"
"5983263d28a5d93b2f7612f9","Feature","Point","-80.8152","35.337265","Davis Lake Animal Hospital","4971 David Cox Rd","Charlotte","NC","28269","davis-lake-animal-hospital-charlotte","(704) 599-0405","https://s3-media2.fl.yelpcdn.com/bphoto/pVAb35X9BxxJl21f9P1mpQ/o.jpg","https://www.yelp.com/biz/davis-lake-animal-hospital-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","6","4.5"
"5983263d28a5d93b2f7612fa","Feature","Point","-80.82794","35.3366","Harris Boulevard Veterinary Clinic","5710 West Wt Harris Blvd","Charlotte","NC","28269","harris-boulevard-veterinary-clinic-charlotte","(980) 474-2895","https://s3-media2.fl.yelpcdn.com/bphoto/JgZCdEzkQ8Z2I6jsoo-ZMQ/o.jpg","https://www.yelp.com/biz/harris-boulevard-veterinary-clinic-charlotte?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","10","4.5"
"5983263d28a5d93b2f7612fb","Feature","Point","-80.86988","35.43373","Birkdale Animal Hospital","16010 Northcross Dr","Huntersville","NC","28078","birkdale-animal-hospital-huntersville","(704) 655-0202","https://s3-media1.fl.yelpcdn.com/bphoto/qVXNbQl320IDC7sAKQOn7Q/o.jpg","https://www.yelp.com/biz/birkdale-animal-hospital-huntersville?adjust_creative=VGFRDca0eUa0TQtHKuz9aQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VGFRDca0eUa0TQtHKuz9aQ","23","5"
